itemno,noun,adjective,stimtype,enc_practice_loop.thisRepN,enc_practice_loop.thisTrialN,enc_practice_loop.thisN,enc_practice_loop.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,level_loop.thisRepN,level_loop.thisTrialN,level_loop.thisN,level_loop.thisIndex,practiceRepeat.thisRepN,practiceRepeat.thisTrialN,practiceRepeat.thisN,practiceRepeat.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,blokk_loop.thisRepN,blokk_loop.thisTrialN,blokk_loop.thisN,blokk_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,test_pract_loop.thisRepN,test_pract_loop.thisTrialN,test_pract_loop.thisN,test_pract_loop.thisIndex,exp_intro.started,exp_intro.stopped,exp_intro_cont.started,exp_intro_cont.stopped,exp_continue.keys,exp_continue.rt,exp_continue.started,exp_continue.stopped,enc_instr_text.started,enc_instr_text.stopped,enc_instr_cont_text.started,enc_instr_cont_text.stopped,enc_instr_cont_key.keys,enc_instr_cont_key.rt,enc_instr_cont_key.started,enc_instr_cont_key.stopped,newspaper.started,newspaper.stopped,editor.started,editor.stopped,enc_pract_start_text.started,enc_pract_start_text.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fx_cross.started,fx_cross.stopped,megfelelő_v.started,megfelelő_v.stopped,nemmegf_v.started,nemmegf_v.stopped,word_pair_text.started,word_pair_text.stopped,enc_keys.keys,enc_keys.rt,enc_keys.started,enc_keys.stopped,megfelelő_válasz.started,megfelelő_válasz.stopped,nemmegfelelő_válasz.started,nemmegfelelő_válasz.stopped,enc_feedback_text.started,enc_feedback_text.stopped,enc_pract_endtext.started,enc_pract_endtext.stopped,enc_pract_cont_text.started,enc_pract_cont_text.stopped,end_enc_pract_key.keys,end_enc_pract_key.rt,end_enc_pract_key.started,end_enc_pract_key.stopped,end_enc_text.started,end_enc_text.stopped,end_enc_key.keys,end_enc_key.rt,end_enc_key.started,end_enc_key.stopped,instr_instr.started,instr_instr.stopped,instr_tovabb.keys,instr_tovabb.rt,instr_tovabb.started,instr_tovabb.stopped,sad_computer.started,sad_computer.stopped,warning.started,warning.stopped,lvl_instr_text.started,lvl_instr_text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,pract_inst_text.started,pract_inst_text.stopped,pract_inst_key.keys,pract_inst_key.rt,pract_inst_key.started,pract_inst_key.stopped,pract_stim.started,pract_stim.stopped,pract_resp.keys,pract_resp.started,pract_resp.stopped,nback_feedback.started,nback_feedback.stopped,feladat_blokk,Betű,All_keys,All_RT,Answer_key,Answer RT,Response type,Correctness,pract_stim2.started,pract_stim2.stopped,feedback_2.started,feedback_2.stopped,pract_resp.rt,repeat_pract_text.started,repeat_pract_text.stopped,repeat_practice_key.keys,repeat_practice_key.rt,repeat_practice_key.started,repeat_practice_key.stopped,szunet_text.started,szunet_text.stopped,szunet_key.keys,szunet_key.rt,szunet_key.started,szunet_key.stopped,test_stim.started,test_stim.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,blokk_szun_text.started,blokk_szun_text.stopped,blokk_szun_resp.keys,blokk_szun_resp.rt,blokk_szun_resp.started,blokk_szun_resp.stopped,text_3.started,text_3.stopped,end_keys.keys,end_keys.rt,end_keys.started,end_keys.stopped,break_text.started,break_text.stopped,break_cont_text.started,break_cont_text.stopped,szun2_resp.keys,szun2_resp.rt,szun2_resp.started,szun2_resp.stopped,test_instr_text.started,test_instr_text.stopped,test_instr_cont_text.started,test_instr_cont_text.stopped,test_instr_cont_key.keys,test_instr_cont_key.rt,test_instr_cont_key.started,test_instr_cont_key.stopped,news_coffee.started,news_coffee.stopped,editorman.started,editorman.stopped,test2_inst.started,test2_inst.stopped,test2_space.started,test2_space.stopped,test2_resp.keys,test2_resp.rt,test2_resp.started,test2_resp.stopped,test_pract_start_text.started,test_pract_start_text.stopped,test_pract_begin.keys,test_pract_begin.rt,test_pract_begin.started,test_pract_begin.stopped,test_pract_words.started,test_pract_words.stopped,test_pract_keys.keys,test_pract_keys.started,test_pract_keys.stopped,régi_válasz.started,régi_válasz.stopped,uj_válasz.started,uj_válasz.stopped,konfidencia_kérdés.started,konfidencia_kérdés.stopped,confid_rate_keys.keys,confid_rate_keys.started,confid_rate_keys.stopped,test_pract_feedback_text.started,test_pract_feedback_text.stopped,test_pract_keys.rt,confid_rate_keys.rt,Résztvevő kódja:,Lista száma:,date,expName,psychopyVersion,frameRate,
1,akadály,lehetetlen,TARG,,,,,0,0,0,0,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.4285281985067,None,282.4285281985067,None,282.4285281985067,None,283.44610318075866,None,j,1.5560978129506111,283.44610318075866,None,283.44610318075866,None,283.44610318075866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
2,országrész,középső,FOIL,,,,,0,0,0,0,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.4419164098799,None,285.4419164098799,None,285.4419164098799,None,286.4383435663767,None,2,1.871755190193653,286.4383435663767,None,286.4383435663767,None,286.4383435663767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
47,koponya,parányi,TARG,,,,,0,0,0,0,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.43749482929707,None,288.43749482929707,None,288.43749482929707,None,289.44044845877215,None,2,1.8525962517596781,289.44044845877215,None,289.44044845877215,None,289.44044845877215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
91,tűzijáték,nagyszabású,TARG,,,,,0,0,0,0,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4277820936404,None,291.4277820936404,None,291.4277820936404,None,292.4367655189708,None,2,1.5941497795283794,292.4367655189708,None,292.4367655189708,None,292.4367655189708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
100,zaklatás,pszichés,FOIL,,,,,0,0,0,0,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.42637292295694,None,294.42637292295694,None,294.42637292295694,None,295.43706999439746,None,j,1.7388878902420402,295.43706999439746,None,295.43706999439746,None,295.43706999439746,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
120,áramlat,kulturális,FOIL,,,,,0,0,0,0,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.44738514954224,None,297.44738514954224,None,297.44738514954224,None,298.4403399177827,None,j,1.3345874156802893,298.4403399177827,None,298.4403399177827,None,298.4403399177827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
92,újságcikk,botrányos,TARG,,,,,0,0,0,0,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.444694631733,None,300.444694631733,None,300.444694631733,None,301.44092243304476,None,2,1.7718878658488393,301.44092243304476,None,301.44092243304476,None,301.44092243304476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
53,matrica,fizetős,TARG,,,,,0,0,0,0,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.4359090067446,None,303.4359090067446,None,303.4359090067446,None,304.4369838456623,None,None,,304.4369838456623,None,304.4369838456623,None,304.4369838456623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
80,népcsoport,kétnyelvű,FOIL,,,,,0,0,0,0,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.4266966804862,None,306.4266966804862,None,306.4266966804862,None,307.4376988494769,None,2,1.4431312019005418,307.4376988494769,None,307.4376988494769,None,307.4376988494769,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
10,gombnyomás,fölösleges,FOIL,,,,,0,0,0,0,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.4254355491139,None,309.4254355491139,None,309.4254355491139,None,310.4388122530654,None,j,1.7290246272459626,310.4388122530654,None,310.4388122530654,None,310.4388122530654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
25,fejfájás,kellemetlen,TARG,,,,,0,0,0,0,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.4437815165147,None,312.4437815165147,None,312.4437815165147,None,313.43276255298406,None,j,1.688127261120826,313.43276255298406,None,313.43276255298406,None,313.43276255298406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
62,művészet,vizuális,TARG,,,,,0,0,0,0,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.4247093484737,None,315.4247093484737,None,315.4247093484737,None,316.4398174267262,None,j,1.3043703269213438,316.4398174267262,None,316.4398174267262,None,316.4398174267262,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
66,csarnok,ünnepélyes,FOIL,,,,,0,0,0,0,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.44533997029066,None,318.44533997029066,None,318.44533997029066,None,319.4458559304476,None,j,1.9508727779611945,319.4458559304476,None,319.4458559304476,None,319.4458559304476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
116,hazugság,kisebbik,FOIL,,,,,0,0,0,0,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.4419639939442,None,321.4419639939442,None,321.4419639939442,None,322.4330514781177,None,j,1.4580517425201833,322.4330514781177,None,322.4330514781177,None,322.4330514781177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
82,szőnyeg,használati,TARG,,,,,0,0,0,0,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.4259903845377,None,324.4259903845377,None,324.4259903845377,None,325.43408402008936,None,j,1.4875839948654175,325.43408402008936,None,325.43408402008936,None,325.43408402008936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
64,hetilap,közérdekű,FOIL,,,,,0,0,0,0,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.4353750082664,None,327.4353750082664,None,327.4353750082664,None,328.4353868267499,None,None,,328.4353868267499,None,328.4353868267499,None,328.4353868267499,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
41,operatőr,hivatásos,FOIL,,,,,0,0,0,0,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.42538672080263,None,330.42538672080263,None,330.42538672080263,None,331.4396451287903,None,2,1.9018911067396402,331.4396451287903,None,331.4396451287903,None,331.4396451287903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
10,barlang,lakatlan,TARG,,,,,0,0,0,0,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.44583384878933,None,333.44583384878933,None,333.44583384878933,None,334.43332796311006,None,2,1.6825642865151167,334.43332796311006,None,334.43332796311006,None,334.43332796311006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
102,vetítés,farsangi,FOIL,,,,,0,0,0,0,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.4258448337205,None,336.4258448337205,None,336.4258448337205,None,337.4321794155985,None,j,1.36235874844715,337.4321794155985,None,337.4321794155985,None,337.4321794155985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
34,kánikula,tavaszi,TARG,,,,,0,0,0,0,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.43618797976524,None,339.43618797976524,None,339.43618797976524,None,340.44963745959103,None,2,1.370022261980921,340.44963745959103,None,340.44963745959103,None,340.44963745959103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
38,kerékpár,elektromos,TARG,,,,,0,0,0,0,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.441760906484,None,342.441760906484,None,342.441760906484,None,343.4393975674175,None,2,1.7420427408069372,343.4393975674175,None,343.4393975674175,None,343.4393975674175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
117,megjegyzés,rosszindulatú,FOIL,,,,,0,0,0,0,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.4393944577314,None,345.4393944577314,None,345.4393944577314,None,346.4331351388246,None,2,1.661343996413052,346.4331351388246,None,346.4331351388246,None,346.4331351388246,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
79,szivárgás,fokozatos,FOIL,,,,,0,0,0,0,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.4279086734168,None,348.4279086734168,None,348.4279086734168,None,349.4313499610871,None,None,,349.4313499610871,None,349.4313499610871,None,349.4313499610871,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
19,diktátor,kegyetlen,TARG,,,,,0,0,0,0,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.4302489981055,None,351.4302489981055,None,351.4302489981055,None,352.4335083467886,None,2,1.8177554281428456,352.4335083467886,None,352.4335083467886,None,352.4335083467886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
17,borvidék,csapadékos,FOIL,,,,,0,0,0,0,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.4375809780322,None,354.4375809780322,None,354.4375809780322,None,355.4393132850528,None,j,1.7689973707310855,355.4393132850528,None,355.4393132850528,None,355.4393132850528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
51,sorrend,szabályos,FOIL,,,,,0,0,0,0,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.44091963395476,None,357.44091963395476,None,357.44091963395476,None,358.44069228786975,None,j,1.2695114645175636,358.44069228786975,None,358.44069228786975,None,358.44069228786975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
28,gorilla,érzékeny,TARG,,,,,0,0,0,0,0,76,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.4422236843966,None,360.4422236843966,None,360.4422236843966,None,361.436882768292,None,2,1.4143637148663402,361.436882768292,None,361.436882768292,None,361.436882768292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
8,baktérium,növényi,TARG,,,,,0,0,0,0,0,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.4429940478876,None,363.4429940478876,None,363.4429940478876,None,364.43815851723775,None,j,1.606490831822157,364.43815851723775,None,364.43815851723775,None,364.43815851723775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
113,védőoltás,hatékony,FOIL,,,,,0,0,0,0,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.4329404491,None,366.4329404491,None,366.4329404491,None,367.45205055968836,None,None,,367.45205055968836,None,367.45205055968836,None,367.45205055968836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
67,oroszlán,nyugodt,TARG,,,,,0,0,0,0,0,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.43054943019524,None,369.43054943019524,None,369.43054943019524,None,370.4388309135102,None,None,,370.4388309135102,None,370.4388309135102,None,370.4388309135102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
9,bábszínház,virtuális,FOIL,,,,,0,0,0,0,0,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.43496012547985,None,372.43496012547985,None,372.43496012547985,None,373.4334626290947,None,None,,373.4334626290947,None,373.4334626290947,None,373.4334626290947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
110,hátrány,mentális,FOIL,,,,,0,0,0,0,0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.4398758956231,None,375.4398758956231,None,375.4398758956231,None,376.4895252981223,None,j,1.5385946733877063,376.4895252981223,None,376.4895252981223,None,376.4895252981223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
14,csecsemő,egészséges,TARG,,,,,0,0,0,0,0,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.439846039284,None,378.439846039284,None,378.439846039284,None,379.4353016107343,None,2,1.3966254540719092,379.4353016107343,None,379.4353016107343,None,379.4353016107343,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
