itemno	noun	adjective	stimtype	encoding_version_noun	encoding_version_adjective	repeat_enc.thisRepN	repeat_enc.thisTrialN	repeat_enc.thisN	repeat_enc.thisIndex	enc_practice_loop.thisRepN	enc_practice_loop.thisTrialN	enc_practice_loop.thisN	enc_practice_loop.thisIndex	break_loop.thisRepN	break_loop.thisTrialN	break_loop.thisN	break_loop.thisIndex	enc_loop.thisRepN	enc_loop.thisTrialN	enc_loop.thisN	enc_loop.thisIndex	level_loop.thisRepN	level_loop.thisTrialN	level_loop.thisN	level_loop.thisIndex	practiceRepeat.thisRepN	practiceRepeat.thisTrialN	practiceRepeat.thisN	practiceRepeat.thisIndex	practice_loop.thisRepN	practice_loop.thisTrialN	practice_loop.thisN	practice_loop.thisIndex	blokk_loop.thisRepN	blokk_loop.thisTrialN	blokk_loop.thisN	blokk_loop.thisIndex	trial_loop.thisRepN	trial_loop.thisTrialN	trial_loop.thisN	trial_loop.thisIndex	repeat_rec_pract.thisRepN	repeat_rec_pract.thisTrialN	repeat_rec_pract.thisN	repeat_rec_pract.thisIndex	test_pract_loop.thisRepN	test_pract_loop.thisTrialN	test_pract_loop.thisN	test_pract_loop.thisIndex	test_loop.thisRepN	test_loop.thisTrialN	test_loop.thisN	test_loop.thisIndex	exp_intro.started	exp_intro.stopped	exp_intro_cont.started	exp_intro_cont.stopped	exp_continue.keys	exp_continue.rt	exp_continue.started	exp_continue.stopped	enc_instr_text.started	enc_instr_text.stopped	enc_instr_cont_text.started	enc_instr_cont_text.stopped	enc_instr_cont_key.keys	enc_instr_cont_key.rt	enc_instr_cont_key.started	enc_instr_cont_key.stopped	newspaper.started	newspaper.stopped	editor.started	editor.stopped	enc_pract_start_text.started	enc_pract_start_text.stopped	key_resp_5.keys	key_resp_5.rt	key_resp_5.started	key_resp_5.stopped	fx_cross.started	fx_cross.stopped	megfelelõ_v.started	megfelelõ_v.stopped	nemmegf_v.started	nemmegf_v.stopped	enc_cross_resp.keys	enc_cross_resp.started	enc_cross_resp.stopped	word_pair_text.started	word_pair_text.stopped	enc_keys.keys	enc_keys.started	enc_keys.stopped	megfelelõ_válasz.started	megfelelõ_válasz.stopped	nemmegfelelõ_válasz.started	nemmegfelelõ_válasz.stopped	enc_feedback_text.started	enc_feedback_text.stopped	enc_cross_resp.rt	enc_keys.rt	enc_repeat_button.keys	enc_repeat_button.rt	enc_repeat_button.started	enc_repeat_button.stopped	repeat_text_for_enc.started	repeat_text_for_enc.stopped	enc_pract_endtext.started	enc_pract_endtext.stopped	enc_pract_cont_text.started	enc_pract_cont_text.stopped	end_enc_pract_key.keys	end_enc_pract_key.rt	end_enc_pract_key.started	end_enc_pract_key.stopped	end_enc_text.started	end_enc_text.stopped	end_enc_key.keys	end_enc_key.rt	end_enc_key.started	end_enc_key.stopped	instr_instr.started	instr_instr.stopped	instr_tovabb.keys	instr_tovabb.rt	instr_tovabb.started	instr_tovabb.stopped	sad_computer.started	sad_computer.stopped	warning.started	warning.stopped	lvl_instr_text.started	lvl_instr_text.stopped	key_resp_2.keys	key_resp_2.rt	key_resp_2.started	key_resp_2.stopped	pract_inst_text.started	pract_inst_text.stopped	pract_inst_key.keys	pract_inst_key.rt	pract_inst_key.started	pract_inst_key.stopped	pract_stim.started	pract_stim.stopped	pract_resp.keys	pract_resp.started	pract_resp.stopped	nback_feedback.started	nback_feedback.stopped	feladat_blokk	Betû	All_keys	All_RT	Answer_key	Answer RT	Response type	Correctness	pract_stim2.started	pract_stim2.stopped	feedback_2.started	feedback_2.stopped	repeat_pract_text.started	repeat_pract_text.stopped	repeat_practice_key.keys	repeat_practice_key.rt	repeat_practice_key.started	repeat_practice_key.stopped	pract_resp.rt	szunet_text.started	szunet_text.stopped	szunet_key.keys	szunet_key.rt	szunet_key.started	szunet_key.stopped	test_stim.started	test_stim.stopped	key_resp.keys	key_resp.started	key_resp.stopped	key_resp.rt	blokk_szun_text.started	blokk_szun_text.stopped	blokk_szun_resp.keys	blokk_szun_resp.rt	blokk_szun_resp.started	blokk_szun_resp.stopped	text_3.started	text_3.stopped	end_keys.keys	end_keys.rt	end_keys.started	end_keys.stopped	break_text.started	break_text.stopped	break_cont_text.started	break_cont_text.stopped	szun2_resp.keys	szun2_resp.rt	szun2_resp.started	szun2_resp.stopped	test_instr_text.started	test_instr_text.stopped	test_instr_cont_text.started	test_instr_cont_text.stopped	test_instr_cont_key.keys	test_instr_cont_key.rt	test_instr_cont_key.started	test_instr_cont_key.stopped	news_coffee.started	news_coffee.stopped	editorman.started	editorman.stopped	test2_inst.started	test2_inst.stopped	test2_space.started	test2_space.stopped	test2_resp.keys	test2_resp.rt	test2_resp.started	test2_resp.stopped	test_pract_start_text.started	test_pract_start_text.stopped	test_pract_begin.keys	test_pract_begin.rt	test_pract_begin.started	test_pract_begin.stopped	test_pract_words.started	test_pract_words.stopped	test_pract_keys.keys	test_pract_keys.started	test_pract_keys.stopped	régi_válasz.started	régi_válasz.stopped	uj_válasz.started	uj_válasz.stopped	confid_break_text.started	confid_break_text.stopped	confid_break_gombok.keys	confid_break_gombok.started	confid_break_gombok.stopped	konfidencia_kérdés.started	konfidencia_kérdés.stopped	confid_rate_keys.keys	confid_rate_keys.started	confid_rate_keys.stopped	test_pract_feedback_text.started	test_pract_feedback_text.stopped	feedback_button.keys	feedback_button.rt	feedback_button.started	feedback_button.stopped	test_pract_keys.rt	confid_rate_keys.rt	confid_break_gombok.rt	repeat_pract_rec_textbox.started	repeat_pract_rec_textbox.stopped	rec_pract_repeat_button.keys	rec_pract_repeat_button.rt	rec_pract_repeat_button.started	rec_pract_repeat_button.stopped	test_pract_end_text.started	test_pract_end_text.stopped	test_pract_end_cont_text.started	test_pract_end_cont_text.stopped	test_pract_end_key.keys	test_pract_end_key.rt	test_pract_end_key.started	test_pract_end_key.stopped	test_end_text.started	test_end_text.stopped	end_exp_text.started	end_exp_text.stopped	key_resp_3.keys	key_resp_3.rt	key_resp_3.started	key_resp_3.stopped	Résztvevõ kódja:	Lista száma:	date	expName	psychopyVersion	frameRate
																						1	0	1	0	3	0	3	0	7	0	7	0																																																																																																															2896.147626428836	2895.878039389587	['4']	2896.147626428836	None	None	2895.878039389587	nback_2_practice	D	['4']	[0.9164773155061994]	4	0.9164773155061994	hit	1	2897.0892771460494	None	2897.0892771460494	None							[0.9164773155061994]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	3	0	3	0	8	0	8	0																																																																																																															2897.4001556898875	None	None	2897.4001556898875	2898.5055452474044	2898.4900331719546	2899.3882593770104	nback_2_practice	H	None	[]	no_resp	None	correct rejection	1	2899.407578701779	None	2899.407578701779	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	3	0	3	0	9	0	9	0																																																																																																															2899.6883297266904	2899.4103806533967	None	2899.6883297266904	2900.7925977944687	2900.7925977944687	None	nback_2_practice	L	None	[]	no_resp	None	correct rejection	1	2901.695147519742	None	2901.695147519742	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	3	0	3	0	10	0	10	0																																																																																																															2901.991524448531	2901.71300032406	['4']	2901.991524448531	None	None	2901.71300032406	nback_2_practice	H	['4']	[0.39180267503252253]	4	0.39180267503252253	hit	1	2902.41222358511	None	2902.41222358511	None							[0.39180267503252253]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	3	0	3	0	11	0	11	0																																																																																																															2902.7101686091046	None	None	2902.7101686091046	2903.819053569634	2903.819053569634	2904.7051881496445	nback_2_practice	Y	None	[]	no_resp	None	correct rejection	1	2904.7245074744133	None	2904.7245074744133	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	3	0	3	0																																																																																																																																						2904.7339478616195	None	2	1.9509794530458748	2904.7339478616195	None																																																																																																														457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	0	0	0	0																																																																																																									2906.720604435075	None	['4']	[3.02963177440688]	2906.720604435075	None	2910.0742705496086	None	None	2910.0742705496086	2911.1933515500277	2911.1766134866048	2912.06663627096	nback_2_practice	L	None	[]	no_resp	None	correct rejection	1	2912.0859555957286	None	2912.0859555957286	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	1	0	1	0																																																																																																															2912.383678872022	2912.0975195358624	None	2912.383678872022	2913.492004331696	2913.492004331696	None	nback_2_practice	S	None	[]	no_resp	None	correct rejection	1	2914.391160664134	None	2914.391160664134	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	2	0	2	0																																																																																																															2914.688385085872	2914.396116958378	None	2914.688385085872	2915.7982475400786	2915.779568484577	2916.674788188946	nback_2_practice	J	None	[]	no_resp	None	correct rejection	1	2916.6941075137147	None	2916.6941075137147	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	3	0	3	0																																																																																																															2916.9916208605864	2916.708167592733	['4']	2916.9916208605864	None	None	None	nback_2_practice	S	['4']	[0.6012248683255166]	4	0.6012248683255166	hit	1	2917.612187135135	None	2917.612187135135	None							[0.6012248683255166]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	4	0	4	0																																																																																																															2917.90885765414	None	None	2917.90885765414	2919.0203388976515	2919.0203388976515	None	nback_2_practice	F	None	[]	no_resp	None	correct rejection	1	2919.921512107787	None	2919.921512107787	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	5	0	5	0																																																																																																															2920.2142959774937	2919.929771291965	None	2920.2142959774937	2921.336944845476	2921.3179476302175	2919.929771291965	nback_2_practice	D	None	[]	no_resp	None	correct rejection	1	2922.2243507270905	None	2922.2243507270905	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	6	0	6	0																																																																																																															2922.5207201917365	2922.2360418689495	None	2922.5207201917365	2923.631394062133	2923.61285869166	2924.50929785287	nback_2_practice	Q	None	[]	no_resp	None	correct rejection	1	2924.528617177639	None	2924.528617177639	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	7	0	7	0																																																																																																															2924.8259915045346	2924.542724218627	['4']	2924.8259915045346	None	None	None	nback_2_practice	D	['4']	[0.6878330491599627]	4	0.6878330491599627	hit	1	2925.540603993446	None	2925.540603993446	None							[0.6878330491599627]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	8	0	8	0																																																																																																															2925.847325934272	None	None	2925.847325934272	2926.955982304964	2926.938593615778	2927.839524334093	nback_2_practice	H	None	[]	no_resp	None	correct rejection	1	2927.8588436588616	None	2927.8588436588616	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	9	0	9	0																																																																																																															2928.1502985974075	2927.8661004688183	None	2928.1502985974075	2929.257056894916	2929.257056894916	None	nback_2_practice	L	None	[]	no_resp	None	correct rejection	1	2930.157739336675	None	2930.157739336675	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	10	0	10	0																																																																																																															2930.4548894278123	2930.170310627145	['4']	2930.4548894278123	None	None	2930.170310627145	nback_2_practice	H	['4']	[0.38483270644792356]	4	0.38483270644792356	hit	1	2930.8673123681656	None	2930.8673123681656	None							[0.38483270644792356]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0	11	0	11	0																																																																																																															2931.172384419071	None	None	2931.172384419071	2932.2816089987755	2932.2630901116645	2933.1587694837654	nback_2_practice	Y	None	[]	no_resp	None	correct rejection	1	2933.178088808534	None	2933.178088808534	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	4	0	4	0																																																																																																																																						2933.192086997238	None	2	2.383501598262228	2933.192086997238	None																																																																																																														457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	0	0	0	0																																																																																																									2935.634622932499	None	['4']	[1.6150506660633255]	2935.634622932499	None	2937.571961014706	None	None	2937.571961014706	2938.676109655935	2938.6595401580853	2939.557379781967	nback_2_practice	L	None	[]	no_resp	None	correct rejection	1	2939.5766991067358	None	2939.5766991067358	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	1	0	1	0																																																																																																															2939.8739135762444	2939.590527796827	None	2939.8739135762444	2940.9742318603676	2940.9742318603676	None	nback_2_practice	S	None	[]	no_resp	None	correct rejection	1	2941.877644628941	None	2941.877644628941	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	2	0	2	0																																																																																																															2942.1583508689073	2941.881594194856	None	2942.1583508689073	2943.2625461611315	2943.2625461611315	2941.881594194856	nback_2_practice	J	None	[]	no_resp	None	correct rejection	1	2944.159212574872	None	2944.159212574872	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	3	0	3	0																																																																																																															2944.448890110798	2944.181296934781	['4']	2944.448890110798	None	None	2944.181296934781	nback_2_practice	S	['4']	[0.5367099732975475]	4	0.5367099732975475	hit	1	2945.0078089710296	None	2945.0078089710296	None							[0.5367099732975475]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	4	0	4	0																																																																																																															2945.3167766904226	None	None	2945.3167766904226	2946.43638578002	2946.4175409580057	2947.3045684379176	nback_2_practice	F	None	[]	no_resp	None	correct rejection	1	2947.3238877626864	None	2947.3238877626864	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	5	0	5	0																																																																																																															2947.604946995154	2947.3287793675554	None	2947.604946995154	2948.7033908425947	2948.726649159071	None	nback_2_practice	D	None	[]	no_resp	None	correct rejection	1	2949.6209090038174	None	2949.6209090038174	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	6	0	6	0																																																																																																															2949.9136934955313	2949.629454003065	None	2949.9136934955313	2951.021098375728	2951.021098375728	2949.629454003065	nback_2_practice	Q	None	[]	no_resp	None	correct rejection	1	2951.924058007702	None	2951.924058007702	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	7	0	7	0																																																																																																															2952.2188251664047	2951.934897613508	['4']	2952.2188251664047	None	None	2951.934897613508	nback_2_practice	D	['4']	[0.3480913215025794]	4	0.3480913215025794	hit	1	2952.595157347547	None	2952.595157347547	None							[0.3480913215025794]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	8	0	8	0																																																																																																															2952.903103099292	None	None	2952.903103099292	2954.009732329054	2953.993141371757	2954.890830779448	nback_2_practice	H	None	[]	no_resp	None	correct rejection	1	2954.910150104217	None	2954.910150104217	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	9	0	9	0																																																																																																															2955.207728451438	2954.924455256405	None	2955.207728451438	2956.3203703715117	2956.3010926283314	None	nback_2_practice	L	None	[]	no_resp	None	correct rejection	1	2957.2074406770553	None	2957.2074406770553	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	10	0	10	0																																																																																																															2957.500438519288	2957.2174747757963	['4']	2957.500438519288	None	None	2957.2174747757963	nback_2_practice	H	['4']	[0.38996649213368073]	4	0.38996649213368073	hit	1	2957.925950482764	None	2957.925950482764	None							[0.38996649213368073]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0	11	0	11	0																																																																																																															2958.2203319933033	None	None	2958.2203319933033	2959.323096655251	2959.323096655251	None	nback_2_practice	Y	None	[]	no_resp	None	correct rejection	1	2960.228083117123	None	2960.228083117123	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	5	0	5	0																																																																																																																																						2960.234489324066	None	2	1.8077655856322963	2960.234489324066	None																																																																																																														457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	0	0	0	0																																																																																																									2962.0754144318053	None	['4']	[1.5839826632582117]	2962.0754144318053	None	2963.9810509907547	None	None	2963.9810509907547	2965.092651660787	2965.0759070662607	2965.9713597145746	nback_2_practice	L	None	[]	no_resp	None	correct rejection	1	2965.9906790393434	None	2965.9906790393434	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	1	0	1	0																																																																																																															2966.287821355334	2966.00300214655	None	2966.287821355334	2967.3972577305394	2967.379080950661	2968.2752349188086	nback_2_practice	S	None	[]	no_resp	None	correct rejection	1	2968.2945542435773	None	2968.2945542435773	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	2	0	2	0																																																																																																															2968.5752999813994	2968.2990359417745	None	2968.5752999813994	2969.6959263735334	2969.6959263735334	None	nback_2_practice	J	None	[]	no_resp	None	correct rejection	1	2970.574932278323	None	2970.574932278323	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	3	0	3	0																																																																																																															2970.8655415899702	2970.5879078773432	['4']	2970.8655415899702	None	None	2970.5879078773432	nback_2_practice	S	['4']	[0.49800116068217903]	4	0.49800116068217903	hit	1	2971.3920215303515	None	2971.3920215303515	None							[0.49800116068217903]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	4	0	4	0																																																																																																															2971.6860354311066	None	None	2971.6860354311066	2972.791981379414	2972.791981379414	None	nback_2_practice	F	None	[]	no_resp	None	correct rejection	1	2973.6950280932215	None	2973.6950280932215	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	5	0	5	0																																																																																																															2973.975824525114	2973.7002667814377	None	2973.975824525114	2975.095462538331	2975.095462538331	2973.7002667814377	nback_2_practice	D	None	[]	no_resp	None	correct rejection	1	2975.9880693830637	None	2975.9880693830637	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	6	0	6	0																																																																																																															2976.2802514550276	2975.995770932437	None	2976.2802514550276	2977.3866657792532	2977.3866657792532	2975.995770932437	nback_2_practice	Q	None	[]	no_resp	None	correct rejection	1	2978.2904641959904	None	2978.2904641959904	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	7	0	7	0																																																																																																															2978.5857463815773	2978.302327946498	['4']	2978.5857463815773	None	None	2978.302327946498	nback_2_practice	D	['4']	[0.5116795413196087]	4	0.5116795413196087	hit	1	2979.124877447859	None	2979.124877447859	None							[0.5116795413196087]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	8	0	8	0																																																																																																															2979.4206855455996	None	None	2979.4206855455996	2980.525387778558	2980.525387778558	None	nback_2_practice	H	None	[]	no_resp	None	correct rejection	1	2981.42777640243	None	2981.42777640243	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	9	0	9	0																																																																																																															2981.7237791903026	2981.4405000861443	None	2981.7237791903026	2982.844839747617	2982.826063347049	2983.7140300668543	nback_2_practice	L	None	[]	no_resp	None	correct rejection	1	2983.733349391623	None	2983.733349391623	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	10	0	10	0																																																																																																															2984.029853522108	2983.7450573278475	['4']	2984.029853522108	None	None	None	nback_2_practice	H	['4']	[0.399384082556935]	4	0.399384082556935	hit	1	2984.4515606310306	None	2984.4515606310306	None							[0.399384082556935]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0	11	0	11	0																																																																																																															2984.7466692749585	None	None	2984.7466692749585	2985.85288424397	2985.85288424397	None	nback_2_practice	Y	None	[]	no_resp	None	correct rejection	1	2986.7572244341573	None	2986.7572244341573	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	6	0	6	0																																																																																																																																						2986.7647633270826	None	2	1.748203470458975	2986.7647633270826	None																																																																																																														457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	0	0	0	0																																																																																																									2988.5553165642777	None	['4']	[0.8817422340216581]	2988.5553165642777	None	2989.75434180742	None	None	2989.75434180742	2990.8585050659894	2990.8585050659894	None	nback_2_practice	L	None	[]	no_resp	None	correct rejection	1	2991.7612155816605	None	2991.7612155816605	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	1	0	1	0																																																																																																															2992.056105276977	2991.7729020584084	None	2992.056105276977	2993.159080801357	2993.159080801357	2991.7729020584084	nback_2_practice	S	None	[]	no_resp	None	correct rejection	1	2994.067390057622	None	2994.067390057622	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	2	0	2	0																																																																																																															2994.34666815534	2994.0765968788473	None	2994.34666815534	2995.4495500667545	2995.4495500667545	2994.0765968788473	nback_2_practice	J	None	[]	no_resp	None	correct rejection	1	2996.3569213271403	None	2996.3569213271403	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	3	0	3	0																																																																																																															2996.667214556597	2996.3687281634484	['4']	2996.667214556597	None	None	2996.3687281634484	nback_2_practice	S	['4']	[0.44172887317836285]	4	0.44172887317836285	hit	1	2997.127923757347	None	2997.127923757347	None							[0.44172887317836285]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	4	0	4	0																																																																																																															2997.4347850291233	None	None	2997.4347850291233	2998.5406802833604	2998.52339795843	2999.421374736179	nback_2_practice	F	None	[]	no_resp	None	correct rejection	1	2999.440694060948	None	2999.440694060948	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	5	0	5	0																																																																																																															2999.723163397255	2999.4457595185086	None	2999.723163397255	3000.836389387696	3000.836389387696	None	nback_2_practice	D	None	[]	no_resp	None	correct rejection	1	3001.733841715046	None	3001.733841715046	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	6	0	6	0																																																																																																															3002.013027754845	3001.742874372605	None	3002.013027754845	3003.1257359193114	3003.1257359193114	3001.742874372605	nback_2_practice	Q	None	[]	no_resp	None	correct rejection	1	3004.0234196355887	None	3004.0234196355887	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	7	0	7	0																																																																																																															3004.3204126683995	3004.0358276476036	['4']	3004.3204126683995	None	None	3004.0358276476036	nback_2_practice	D	['4']	[0.5555482641793787]	4	0.5555482641793787	hit	1	3004.8943749171885	None	3004.8943749171885	None							[0.5555482641793787]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	8	0	8	0																																																																																																															3005.1892369329	None	None	3005.1892369329	3006.3093249726517	3006.3093249726517	None	nback_2_practice	H	None	[]	no_resp	None	correct rejection	1	3007.1907666810002	None	3007.1907666810002	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	9	0	9	0																																																																																																															3007.480607806385	3007.198604140227	None	3007.480607806385	3008.5917295262625	3008.5917295262625	3007.198604140227	nback_2_practice	L	None	[]	no_resp	None	correct rejection	1	3009.490564277905	None	3009.490564277905	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	10	0	10	0																																																																																																															3009.789417752123	3009.5047923004604	['4']	3009.789417752123	None	None	3009.5047923004604	nback_2_practice	H	['4']	[0.6116323927126359]	4	0.6116323927126359	hit	1	3010.4276146790216	None	3010.4276146790216	None							[0.6116323927126359]																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0	11	0	11	0																																																																																																															3010.7237580418587	None	None	3010.7237580418587	3011.8421918375534	3011.8254183194076	None	nback_2_practice	Y	None	[]	no_resp	None	correct rejection	1	3012.7234338796843	None	3012.7234338796843	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	7	0	7	0																																																																																																																																						3012.730774972413	None	2	1.5942586318415124	3012.730774972413	None																																																																																																														457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	8	0	8	0	0	0	0	0																																																																																																									3014.3733686927008	None	['4']	[1.4673262701544445]	3014.3733686927008	None	3016.152523849538	None	None	3016.152523849538	3017.254063456523	3017.254063456523	None	nback_2_practice	L	None	[]	no_resp	None	correct rejection	1	3018.1566676079674	None	3018.1566676079674	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	8	0	8	0	1	0	1	0																																																																																																															3018.4543271279254	3018.162546036736	None	3018.4543271279254	3019.5577557889046	3019.5577557889046	3020.449624708359	nback_2_practice	S	None	[]	no_resp	None	correct rejection	1	3020.4689440331276	None	3020.4689440331276	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	8	0	8	0	2	0	2	0																																																																																																															3020.758742550621	3020.4746812648955	None	3020.758742550621	3021.8787848723878	3021.8542228162987	3022.7529963929264	nback_2_practice	J	None	[]	no_resp	None	correct rejection	1	3022.772315717695	None	3022.772315717695	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						1	0	1	0	8	0	8	0	3	0	3	0																																																																																																															3023.0660136357765	3022.7858924924803	None	3023.0660136357765	3024.1873015389137	3024.167810445215	3025.0550621608854	nback_2_practice	S	None	[]	no_resp	None	miss	0	3025.074381485654	None	3025.074381485654	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
